aspect_key,review_key,property_key,review_date,category,polarity,severity,confidence,actionable_by,evidence_span,model,rating,language
666,356,2,2025-10-12,value,positive,not_applicable,high,none,"Paisa vasool, definitely worth it",gemini-3.1-flash-lite,4.0,en
667,356,2,2025-10-12,food,negative,moderate,high,none,"there is no restaurant, which was inconvenient",gemini-3.1-flash-lite,4.0,en
668,357,2,2025-09-27,staff,positive,not_applicable,high,none,Front desk went out of their way for us,gemini-3.1-flash-lite,4.5,en
669,357,2,2025-09-27,location,positive,not_applicable,high,none,quiet residential street but close to the main road,gemini-3.1-flash-lite,4.5,en
670,358,2,2025-09-29,room_quality,positive,not_applicable,high,none,Room spacious tha,gemini-3.1-flash-lite,5.0,en
671,358,2,2025-09-29,cleanliness,positive,not_applicable,high,none,well maintained,gemini-3.1-flash-lite,5.0,en
672,359,2,2025-09-25,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,3.5,en
673,359,2,2025-09-25,value,positive,not_applicable,high,none,"paisa vasool, definitely worth it",gemini-3.1-flash-lite,3.5,en
674,359,2,2025-09-25,amenities,negative,minor,high,housekeeping,no tea or coffee was restocked after the first day,gemini-3.1-flash-lite,3.5,en
675,360,2,2025-09-27,wifi,positive,not_applicable,high,none,Internet held up fine through a full day of meetings,gemini-3.1-flash-lite,3.0,en
676,360,2,2025-09-27,food,negative,moderate,high,none,"there is no restaurant, which was inconvenient",gemini-3.1-flash-lite,3.0,en
677,361,1,2025-10-05,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,5.0,en
678,361,1,2025-10-05,room_quality,positive,not_applicable,high,none,room spacious tha aur well maintained,gemini-3.1-flash-lite,5.0,en
679,362,2,2025-10-01,wifi,positive,not_applicable,high,none,wiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
680,363,1,2025-10-06,room_quality,positive,not_applicable,high,none,Bed was extremely comfortable,gemini-3.1-flash-lite,5.0,en
681,363,1,2025-10-06,wifi,positive,not_applicable,high,none,wiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
682,364,1,2025-10-05,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.5,en
683,364,1,2025-10-05,noise,positive,not_applicable,high,none,"very peaceful, slept well every night",gemini-3.1-flash-lite,4.5,en
684,364,1,2025-10-05,other,negative,moderate,medium,maintenance,Hope they fix it,gemini-3.1-flash-lite,4.5,en
685,365,2,2025-10-07,staff,positive,not_applicable,high,none,Staff bahut helpful the,gemini-3.1-flash-lite,5.0,en
686,366,2,2025-09-30,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,4.5,en
687,367,2,2025-10-08,room_quality,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,4.0,en
688,367,2,2025-10-08,food,negative,moderate,high,none,"there is no restaurant, which was inconvenient",gemini-3.1-flash-lite,4.0,en
689,368,2,2025-10-15,housekeeping_response,negative,moderate,high,housekeeping,we asked for cleaning three times before anyone came,gemini-3.1-flash-lite,5.0,en
690,369,1,2025-10-07,room_quality,positive,not_applicable,high,none,The apartment is well furnished and spacious,gemini-3.1-flash-lite,4.0,en
691,369,1,2025-10-07,staff,positive,not_applicable,high,none,staff bahut helpful the,gemini-3.1-flash-lite,4.0,en
692,369,1,2025-10-07,maintenance,negative,moderate,high,maintenance,the sofa was worn and the chair was broken,gemini-3.1-flash-lite,4.0,en
693,370,1,2025-10-04,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,5.0,en
694,371,2,2025-10-08,cleanliness,positive,not_applicable,high,none,Room was very clean and fresh,gemini-3.1-flash-lite,5.0,en
695,371,2,2025-10-08,location,positive,not_applicable,high,none,"great location, walking distance to everything",gemini-3.1-flash-lite,5.0,en
696,372,2,2025-10-08,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,5.0,en
697,373,1,2025-10-09,value,positive,not_applicable,high,none,"Paisa vasool, definitely worth it",gemini-3.1-flash-lite,3.5,en
698,373,1,2025-10-09,noise,positive,not_applicable,high,none,"very peaceful, slept well every night",gemini-3.1-flash-lite,3.5,en
699,373,1,2025-10-09,wifi,negative,moderate,high,tech,internet was too slow to work on,gemini-3.1-flash-lite,3.5,en
700,374,2,2025-10-07,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,5.0,en
701,374,2,2025-10-07,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,5.0,en
702,375,1,2025-10-11,staff,positive,not_applicable,high,none,Staff bahut helpful the,gemini-3.1-flash-lite,5.0,en
703,375,1,2025-10-11,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,5.0,en
704,376,1,2025-10-05,housekeeping_response,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.5,en
705,376,1,2025-10-05,noise,positive,not_applicable,high,none,quiet even on the weekend,gemini-3.1-flash-lite,4.5,en
706,377,2,2025-10-13,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
707,377,2,2025-10-13,staff,positive,not_applicable,high,none,front desk went out of their way for us,gemini-3.1-flash-lite,4.5,en
708,378,2,2025-10-16,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,5.0,en
709,379,1,2025-10-11,room_quality,positive,not_applicable,high,none,Bed was extremely comfortable,gemini-3.1-flash-lite,4.5,en
710,379,1,2025-10-11,cleanliness,positive,not_applicable,high,none,room was very clean and fresh,gemini-3.1-flash-lite,4.5,en
711,380,1,2025-10-12,cleanliness,positive,not_applicable,high,none,Ekdum clean tha,gemini-3.1-flash-lite,5.0,en
712,381,1,2025-10-08,cleanliness,positive,not_applicable,high,none,The apartment was spotless when we arrived,gemini-3.1-flash-lite,4.0,en
713,381,1,2025-10-08,maintenance,positive,not_applicable,high,none,everything worked exactly as it should,gemini-3.1-flash-lite,4.0,en
714,382,1,2025-10-13,staff,positive,not_applicable,high,none,Staff bahut helpful the,gemini-3.1-flash-lite,4.5,en
715,383,2,2025-10-12,noise,positive,not_applicable,high,none,Very peaceful,gemini-3.1-flash-lite,4.5,en
716,383,2,2025-10-12,staff,positive,not_applicable,high,none,the staff were genuinely warm and helpful,gemini-3.1-flash-lite,4.5,en
717,384,2,2025-10-18,cleanliness,positive,not_applicable,high,none,Bathroom was sparkling clean,gemini-3.1-flash-lite,3.5,en
718,384,2,2025-10-18,housekeeping_response,negative,minor,high,housekeeping,no tea or coffee was restocked after the first day,gemini-3.1-flash-lite,3.5,en
719,385,2,2025-10-12,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
720,385,2,2025-10-12,staff,positive,not_applicable,high,none,front desk went out of their way for us,gemini-3.1-flash-lite,5.0,en
721,386,1,2025-10-19,amenities,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,4.5,en
722,386,1,2025-10-19,location,positive,not_applicable,high,none,very convenient for the tech parks,gemini-3.1-flash-lite,4.5,en
723,386,1,2025-10-19,room_quality,negative,moderate,high,maintenance,the sofa was worn and the chair was broken,gemini-3.1-flash-lite,4.5,en
724,387,2,2025-10-20,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,4.0,en
725,387,2,2025-10-20,check_in,negative,severe,high,tech,the access code did not work and we waited outside,gemini-3.1-flash-lite,4.0,en
726,388,2,2025-10-13,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
727,388,2,2025-10-13,amenities,positive,not_applicable,high,none,free parking made a big difference,gemini-3.1-flash-lite,5.0,en
728,389,1,2025-10-16,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,5.0,en
729,389,1,2025-10-16,check_in,positive,not_applicable,high,none,check-in was quick and painless,gemini-3.1-flash-lite,5.0,en
730,389,1,2025-10-16,staff,negative,moderate,high,front_office,the front desk was unhelpful when we raised an issue,gemini-3.1-flash-lite,5.0,en
731,390,1,2025-10-23,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
732,390,1,2025-10-23,housekeeping_response,positive,not_applicable,high,none,daily cleaning was prompt and thorough,gemini-3.1-flash-lite,5.0,en
733,391,1,2025-10-19,housekeeping_response,positive,not_applicable,high,none,Daily cleaning was prompt and thorough,gemini-3.1-flash-lite,4.0,en
734,391,1,2025-10-19,location,positive,not_applicable,high,none,quiet residential street but close to the main road,gemini-3.1-flash-lite,4.0,en
735,391,1,2025-10-19,maintenance,negative,moderate,high,maintenance,the geyser was not working properly,gemini-3.1-flash-lite,4.0,en
736,392,2,2025-10-22,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
737,392,2,2025-10-22,amenities,positive,not_applicable,high,none,kitchenette had everything we needed,gemini-3.1-flash-lite,5.0,en
738,393,2,2025-10-22,cleanliness,positive,not_applicable,high,none,Bathroom was sparkling clean,gemini-3.1-flash-lite,4.0,en
739,393,2,2025-10-22,housekeeping_response,negative,minor,high,housekeeping,no tea or coffee was restocked after the first day,gemini-3.1-flash-lite,4.0,en
740,394,1,2025-10-20,housekeeping_response,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,5.0,en
741,395,1,2025-10-27,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,5.0,en
742,396,1,2025-10-18,room_quality,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,4.5,en
743,397,2,2025-10-22,room_quality,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,4.5,en
744,398,2,2025-10-25,housekeeping_response,positive,not_applicable,high,none,Housekeeping came within minutes of asking,gemini-3.1-flash-lite,5.0,en
745,398,2,2025-10-25,housekeeping_response,negative,moderate,high,housekeeping,evening housekeeping requests were simply ignored,gemini-3.1-flash-lite,5.0,en
746,399,1,2025-10-28,location,positive,not_applicable,high,none,Very convenient for the tech parks,gemini-3.1-flash-lite,5.0,en
747,400,1,2025-10-25,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,5.0,en
748,400,1,2025-10-25,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,5.0,en
749,400,1,2025-10-25,wifi,positive,not_applicable,high,none,wiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
750,401,2,2025-10-31,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
751,401,2,2025-10-31,value,positive,not_applicable,high,none,excellent value for what you get,gemini-3.1-flash-lite,5.0,en
752,402,1,2025-10-27,amenities,positive,not_applicable,high,none,Free parking made a big difference,gemini-3.1-flash-lite,5.0,en
753,403,1,2025-10-26,room_quality,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,4.0,en
754,403,1,2025-10-26,staff,negative,moderate,high,front_office,nobody seemed to take ownership of the problem,gemini-3.1-flash-lite,4.0,en
755,404,1,2025-11-11,amenities,positive,not_applicable,high,none,Kitchenette had everything we needed,gemini-3.1-flash-lite,3.5,en
756,404,1,2025-11-11,noise,negative,moderate,high,maintenance,could hear everything from the corridor,gemini-3.1-flash-lite,3.5,en
757,405,1,2025-10-31,room_quality,positive,not_applicable,high,none,Bed was extremely comfortable,gemini-3.1-flash-lite,5.0,en
758,405,1,2025-10-31,wifi,positive,not_applicable,high,none,internet held up fine through a full day of meetings,gemini-3.1-flash-lite,5.0,en
759,406,2,2025-10-29,housekeeping_response,positive,not_applicable,high,none,Housekeeping came within minutes of asking,gemini-3.1-flash-lite,4.5,en
760,406,2,2025-10-29,staff,positive,not_applicable,high,none,staff were genuinely warm and helpful,gemini-3.1-flash-lite,4.5,en
761,406,2,2025-10-29,check_in,negative,moderate,high,front_office,check-in took over forty minutes,gemini-3.1-flash-lite,4.5,en
762,407,2,2025-11-07,housekeeping_response,positive,not_applicable,high,none,Housekeeping came within minutes of asking,gemini-3.1-flash-lite,5.0,en
763,408,1,2025-11-05,amenities,positive,not_applicable,high,none,Free parking made a big difference,gemini-3.1-flash-lite,4.5,en
764,408,1,2025-11-05,cleanliness,positive,not_applicable,high,none,the apartment was spotless when we arrived,gemini-3.1-flash-lite,4.5,en
765,409,1,2025-10-31,cleanliness,positive,not_applicable,high,none,Room was very clean and fresh,gemini-3.1-flash-lite,5.0,en
766,409,1,2025-10-31,maintenance,positive,not_applicable,high,none,everything worked exactly as it should,gemini-3.1-flash-lite,5.0,en
767,410,2,2025-10-28,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
768,410,2,2025-10-28,check_in,positive,not_applicable,high,none,early check-in was arranged without fuss,gemini-3.1-flash-lite,5.0,en
769,411,2,2025-11-03,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.5,en
770,412,1,2025-11-04,cleanliness,positive,not_applicable,high,none,Room was very clean and fresh,gemini-3.1-flash-lite,5.0,en
771,412,1,2025-11-04,other,negative,moderate,high,front_office,the approach road is badly lit at night,gemini-3.1-flash-lite,5.0,en
772,413,1,2025-11-04,room_quality,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,4.5,en
773,413,1,2025-11-04,cleanliness,positive,not_applicable,high,none,bathroom was sparkling clean,gemini-3.1-flash-lite,4.5,en
774,414,2,2025-11-04,noise,positive,not_applicable,high,none,Quiet even on the weekend,gemini-3.1-flash-lite,4.5,en
775,414,2,2025-11-04,housekeeping_response,negative,minor,high,housekeeping,no tea or coffee was restocked after the first day,gemini-3.1-flash-lite,4.5,en
776,415,2,2025-11-06,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
777,415,2,2025-11-06,amenities,positive,not_applicable,high,none,free parking made a big difference,gemini-3.1-flash-lite,5.0,en
778,416,1,2025-11-03,staff,positive,not_applicable,high,none,Staff bahut helpful the,gemini-3.1-flash-lite,5.0,en
779,417,1,2025-11-02,maintenance,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,5.0,en
780,418,2,2025-11-09,check_in,positive,not_applicable,high,none,Self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.5,en
781,418,2,2025-11-09,noise,positive,not_applicable,high,none,quiet even on the weekend,gemini-3.1-flash-lite,4.5,en
782,938,1,2026-08-11,amenities,positive,not_applicable,high,none,grocery delivery service was handy,gemini-3.1-flash-lite,5.0,en
783,936,1,2026-08-11,room_quality,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,4.0,en
784,932,1,2026-08-11,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.5,en
785,932,1,2026-08-11,food,negative,moderate,high,none,"there is no restaurant, which was inconvenient",gemini-3.1-flash-lite,4.5,en
786,927,3,2026-08-11,location,positive,not_applicable,high,none,Very convenient for the tech parks,gemini-3.1-flash-lite,4.5,en
787,935,3,2026-08-10,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,5.0,en
788,934,3,2026-08-10,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.0,en
789,934,3,2026-08-10,room_quality,positive,not_applicable,high,none,the apartment is well furnished and spacious,gemini-3.1-flash-lite,4.0,en
790,934,3,2026-08-10,check_in,negative,moderate,high,front_office,check-in took over forty minutes,gemini-3.1-flash-lite,4.0,en
791,933,1,2026-08-10,location,positive,not_applicable,high,none,Quiet residential street but close to the main road,gemini-3.1-flash-lite,5.0,en
792,933,1,2026-08-10,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,5.0,en
793,933,1,2026-08-10,room_quality,negative,moderate,high,maintenance,the sofa was worn and the chair was broken,gemini-3.1-flash-lite,5.0,en
794,920,1,2026-08-10,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.5,en
795,920,1,2026-08-10,value,positive,not_applicable,high,none,"paisa vasool, definitely worth it",gemini-3.1-flash-lite,4.5,en
796,926,2,2026-08-09,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.5,en
797,926,2,2026-08-09,cleanliness,positive,not_applicable,high,none,ekdum clean tha,gemini-3.1-flash-lite,4.5,en
798,910,3,2026-08-09,amenities,positive,not_applicable,high,none,Free parking made a big difference,gemini-3.1-flash-lite,4.0,en
799,910,3,2026-08-09,wifi,positive,not_applicable,high,none,wiFi was fast and stable for video calls,gemini-3.1-flash-lite,4.0,en
800,910,3,2026-08-09,noise,negative,moderate,high,maintenance,could hear everything from the corridor,gemini-3.1-flash-lite,4.0,en
801,937,1,2026-08-08,room_quality,positive,not_applicable,high,none,Everything worked exactly as it should,gemini-3.1-flash-lite,5.0,en
802,928,1,2026-08-08,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,5.0,en
803,925,1,2026-08-08,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
804,925,1,2026-08-08,room_quality,positive,not_applicable,high,none,apartment is well furnished and spacious,gemini-3.1-flash-lite,4.5,en
805,925,1,2026-08-08,maintenance,negative,moderate,medium,maintenance,Hope they fix it.,gemini-3.1-flash-lite,4.5,en
806,931,2,2026-08-07,cleanliness,positive,not_applicable,high,none,Room was very clean and fresh,gemini-3.1-flash-lite,4.5,en
807,931,2,2026-08-07,noise,positive,not_applicable,high,none,very peaceful,gemini-3.1-flash-lite,4.5,en
808,929,1,2026-08-07,staff,positive,not_applicable,high,none,Front desk went out of their way for us.,gemini-3.1-flash-lite,4.5,en
809,923,2,2026-08-07,cleanliness,positive,not_applicable,high,none,Ekdum clean tha,gemini-3.1-flash-lite,4.5,en
810,921,1,2026-08-06,location,positive,not_applicable,high,none,Very convenient for the tech parks,gemini-3.1-flash-lite,4.5,en
811,921,1,2026-08-06,maintenance,negative,moderate,medium,maintenance,Hope they fix it.,gemini-3.1-flash-lite,4.5,en
812,917,2,2026-08-06,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,4.5,en
813,917,2,2026-08-06,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,4.5,en
814,922,1,2026-08-05,location,positive,not_applicable,high,none,Great location,gemini-3.1-flash-lite,5.0,en
815,922,1,2026-08-05,housekeeping_response,positive,not_applicable,high,none,requested extra towels and they arrived immediately,gemini-3.1-flash-lite,5.0,en
816,915,1,2026-08-05,wifi,positive,not_applicable,high,none,Internet held up fine,gemini-3.1-flash-lite,5.0,en
817,907,1,2026-08-05,check_in,positive,not_applicable,high,none,Self check-in worked perfectly,gemini-3.1-flash-lite,4.5,en
818,930,1,2026-08-03,value,positive,not_applicable,high,none,Excellent value,gemini-3.1-flash-lite,4.0,en
819,930,1,2026-08-03,cleanliness,negative,moderate,high,housekeeping,bedsheets had stains,gemini-3.1-flash-lite,4.0,en
820,919,1,2026-08-03,amenities,positive,not_applicable,high,none,Kitchenette had everything we needed,gemini-3.1-flash-lite,5.0,en
821,919,1,2026-08-03,cleanliness,positive,not_applicable,high,none,room was very clean and fresh,gemini-3.1-flash-lite,5.0,en
822,913,2,2026-08-03,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,4.5,en
823,913,2,2026-08-03,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,4.5,en
824,924,1,2026-08-02,amenities,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.5,en
825,924,1,2026-08-02,maintenance,positive,not_applicable,high,none,everything worked exactly as it should,gemini-3.1-flash-lite,4.5,en
826,887,1,2026-08-01,check_in,positive,not_applicable,high,none,Early check-in was arranged without fuss,gemini-3.1-flash-lite,4.5,en
827,918,1,2026-07-31,room_quality,positive,not_applicable,high,none,Bed was extremely comfortable,gemini-3.1-flash-lite,5.0,en
828,918,1,2026-07-31,amenities,positive,not_applicable,high,none,grocery delivery service was handy,gemini-3.1-flash-lite,5.0,en
829,914,2,2026-07-31,amenities,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.0,en
830,914,2,2026-07-31,check_in,positive,not_applicable,high,none,self check-in worked perfectly at midnight,gemini-3.1-flash-lite,4.0,en
831,914,2,2026-07-31,housekeeping_response,negative,moderate,high,housekeeping,housekeeping took nearly two hours to respond,gemini-3.1-flash-lite,4.0,en
832,903,3,2026-07-30,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,5.0,en
833,903,3,2026-07-30,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,5.0,en
834,940,1,2026-07-29,amenities,positive,not_applicable,high,none,Laundry and gym were a real bonus,gemini-3.1-flash-lite,3.5,en
835,940,1,2026-07-29,cleanliness,positive,not_applicable,high,none,daily cleaning was prompt and thorough,gemini-3.1-flash-lite,3.5,en
836,912,1,2026-07-29,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,3.5,en
837,912,1,2026-07-29,room_quality,positive,not_applicable,high,none,apartment is well furnished and spacious,gemini-3.1-flash-lite,3.5,en
838,912,1,2026-07-29,noise,negative,moderate,high,front_office,construction noise started early every morning,gemini-3.1-flash-lite,3.5,en
839,911,2,2026-07-29,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,4.5,en
840,911,2,2026-07-29,cleanliness,positive,not_applicable,high,none,apartment was spotless when we arrived,gemini-3.1-flash-lite,4.5,en
841,916,1,2026-07-28,wifi,positive,not_applicable,high,none,WiFi was fast and stable for video calls,gemini-3.1-flash-lite,5.0,en
842,916,1,2026-07-28,noise,positive,not_applicable,high,none,quiet even on the weekend,gemini-3.1-flash-lite,5.0,en
843,916,1,2026-07-28,staff,negative,moderate,medium,front_office,nobody seemed to take ownership of the problem,gemini-3.1-flash-lite,5.0,en
844,908,2,2026-07-27,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.5,en
845,904,1,2026-07-26,amenities,positive,not_applicable,high,none,Grocery delivery service was handy,gemini-3.1-flash-lite,4.0,en
846,904,1,2026-07-26,room_quality,negative,minor,high,none,the apartment felt smaller than the photos suggested,gemini-3.1-flash-lite,4.0,en
847,897,1,2026-07-26,staff,positive,not_applicable,high,none,The staff were genuinely warm and helpful,gemini-3.1-flash-lite,5.0,en
848,909,2,2026-07-25,check_in,positive,not_applicable,high,none,Check-in was quick and painless,gemini-3.1-flash-lite,4.0,en
849,906,1,2026-07-25,amenities,positive,not_applicable,high,none,Kitchenette had everything we needed,gemini-3.1-flash-lite,5.0,en
850,906,1,2026-07-25,location,positive,not_applicable,high,none,very convenient for the tech parks,gemini-3.1-flash-lite,5.0,en
851,901,2,2026-07-25,housekeeping_response,positive,not_applicable,high,none,Tea and coffee supplies were restocked daily,gemini-3.1-flash-lite,4.5,en
852,901,2,2026-07-25,room_quality,positive,not_applicable,high,none,bed was extremely comfortable,gemini-3.1-flash-lite,4.5,en
853,899,1,2026-07-25,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,4.0,en
854,899,1,2026-07-25,cleanliness,positive,not_applicable,high,none,bathroom was sparkling clean,gemini-3.1-flash-lite,4.0,en
855,891,3,2026-07-25,housekeeping_response,positive,not_applicable,high,none,requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.0,en
856,891,3,2026-07-25,check_in,negative,moderate,high,front_office,check-in took over forty minutes,gemini-3.1-flash-lite,4.0,en
857,877,2,2026-07-25,housekeeping_response,positive,not_applicable,high,none,Requested extra towels and they arrived immediately,gemini-3.1-flash-lite,4.0,en
858,877,2,2026-07-25,room_quality,positive,not_applicable,high,none,apartment is well furnished and spacious,gemini-3.1-flash-lite,4.0,en
859,877,2,2026-07-25,other,negative,moderate,high,none,approach road is badly lit at night,gemini-3.1-flash-lite,4.0,en
860,896,3,2026-07-24,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,5.0,en
861,896,3,2026-07-24,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,5.0,en
862,896,3,2026-07-24,maintenance,negative,moderate,medium,maintenance,Hope they fix it.,gemini-3.1-flash-lite,5.0,en
863,895,2,2026-07-24,cleanliness,positive,not_applicable,high,none,Ekdum clean tha,gemini-3.1-flash-lite,4.5,en
864,894,1,2026-07-24,value,positive,not_applicable,high,none,Cheaper than a hotel,gemini-3.1-flash-lite,4.5,en
865,894,1,2026-07-24,room_quality,positive,not_applicable,high,none,far more space,gemini-3.1-flash-lite,4.5,en
866,878,2,2026-07-24,amenities,positive,not_applicable,high,none,Kitchenette had everything we needed,gemini-3.1-flash-lite,5.0,en
867,878,2,2026-07-24,maintenance,negative,moderate,medium,maintenance,Hope they fix it.,gemini-3.1-flash-lite,5.0,en
868,902,2,2026-07-22,wifi,positive,not_applicable,high,none,WiFi was fast and stable,gemini-3.1-flash-lite,4.0,en
869,902,2,2026-07-22,staff,positive,not_applicable,high,none,front desk went out of their way for us,gemini-3.1-flash-lite,4.0,en
870,902,2,2026-07-22,noise,negative,moderate,high,front_office,construction noise started early every morning,gemini-3.1-flash-lite,4.0,en
871,852,2,2026-07-22,noise,positive,not_applicable,high,none,Quiet residential street,gemini-3.1-flash-lite,5.0,en
872,852,2,2026-07-22,location,positive,not_applicable,high,none,close to the main road,gemini-3.1-flash-lite,5.0,en
873,905,1,2026-07-21,wifi,positive,not_applicable,high,none,WiFi was fast and stable,gemini-3.1-flash-lite,5.0,en
874,900,1,2026-07-21,value,positive,not_applicable,high,none,Excellent value for what you get,gemini-3.1-flash-lite,4.5,en
875,900,1,2026-07-21,amenities,positive,not_applicable,high,none,laundry and gym were a real bonus,gemini-3.1-flash-lite,4.5,en
876,900,1,2026-07-21,staff,negative,moderate,high,front_office,front desk was unhelpful,gemini-3.1-flash-lite,4.5,en
877,881,1,2026-07-21,value,positive,not_applicable,high,none,Paisa vasool,gemini-3.1-flash-lite,5.0,en
878,898,1,2026-07-20,staff,positive,not_applicable,high,none,Front desk went out of their way for us,gemini-3.1-flash-lite,4.5,en
879,898,1,2026-07-20,other,negative,moderate,medium,maintenance,Hope they fix it,gemini-3.1-flash-lite,4.5,en
880,892,1,2026-07-20,staff,positive,not_applicable,high,none,Front desk went out of their way for us,gemini-3.1-flash-lite,4.5,en
881,892,1,2026-07-20,amenities,positive,not_applicable,high,none,grocery delivery service was handy,gemini-3.1-flash-lite,4.5,en
882,888,2,2026-07-19,check_in,positive,not_applicable,high,none,Early check-in was arranged without fuss,gemini-3.1-flash-lite,5.0,en
883,888,2,2026-07-19,noise,positive,not_applicable,high,none,quiet even on the weekend,gemini-3.1-flash-lite,5.0,en
884,890,1,2026-07-17,noise,positive,not_applicable,high,none,"Very peaceful, slept well every night",gemini-3.1-flash-lite,4.0,en
885,890,1,2026-07-17,housekeeping_response,negative,moderate,high,housekeeping,housekeeping took nearly two hours to respond,gemini-3.1-flash-lite,4.0,en
886,893,3,2026-07-16,room_quality,positive,not_applicable,high,none,AC cooled the room quickly,gemini-3.1-flash-lite,5.0,en
887,893,3,2026-07-16,value,positive,not_applicable,high,none,excellent value for what you get,gemini-3.1-flash-lite,5.0,en
888,893,3,2026-07-16,housekeeping_response,negative,moderate,high,housekeeping,housekeeping took nearly two hours to respond,gemini-3.1-flash-lite,5.0,en
